outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,pred_path,color_group,step_size
total,mpbamod,Proportion,0.5306282510621704,NA,1.054188042614749,-0.4155154439616658,1.501852701754163,1.00965394997035,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop/plots/W8T41JZK0ZMEP.png,Total,0.05714285714285715
total,vegan,Count,0.009950330853168092,NA,1.000679701139346,-0.08338160893905101,0.09531017980432493,1.00281047969083,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count/plots/2HRX9P6HKXA8V.png,Total,0.05714285714285715
total,vegan,Count,0.23901690047049992,NA,1.0245870402772568,0.1906203596086497,0.30010459245033816,1.00026077781128,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count/plots/ED5J990H5VAZT.png,Total,0.05714285714285715
total,vegan,Count,-0.01005033585350145,NA,0.9993484108026519,-0.020202707317519466,0.009950330853168092,0.999712589331484,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count/plots/JHDN7CF1C03X5.png,Total,0.05714285714285715
total,vegan,Count,0.11332868530700327,NA,1.0111765292632262,0.058268908123975824,0.16551443847757333,1.0009647506042,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count/plots/L69HYJ4Y3TR91.png,Total,0.05714285714285715
total,vegan,Count,0.8671004876833833,NA,1.0903910573116884,0.7178397931503168,1.0152306797290584,1.00069196801761,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count/plots/SRQS8F7JWA9MZ.png,Total,0.05714285714285715
total,vegan,Count,0.02955880224154443,NA,1.0027966834588316,0.009950330853168092,0.03922071315328133,1.00055489865228,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count/plots/W8T41JZK0ZMEP.png,Total,0.05714285714285715
total,vegan,Proportion,0.02955880224154443,NA,1.0025649893879116,-1.6094379124341003,1.6272778305624314,1.00175909152119,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop/plots/2HRX9P6HKXA8V.png,Total,0.05714285714285715
total,vegan,Proportion,1.5390154481375546,NA,1.1663776715350773,0.4885800148186709,2.578700529074361,1.00146393014038,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop/plots/ED5J990H5VAZT.png,Total,0.05714285714285715
total,vegan,Proportion,-0.7765287894989963,NA,0.9259677428863843,-1.6607312068216509,0.1570037488096647,1.0003659644828,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop/plots/JHDN7CF1C03X5.png,Total,0.05714285714285715
total,vegan,Proportion,3.2386784521643803,NA,1.3824900998294178,1.4816045409242156,5.006158622069178,1.00576068765653,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop/plots/L69HYJ4Y3TR91.png,Total,0.05714285714285715
total,vegan,Proportion,1.8547342683894434,NA,1.2038593327536449,1.297463147413275,2.444084655267745,1.00184978592887,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop/plots/SRQS8F7JWA9MZ.png,Total,0.05714285714285715
total,vegan,Proportion,1.2119409739751128,NA,1.1288000520490062,0.30010459245033816,2.1713368063840917,1.00210174166612,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop/plots/W8T41JZK0ZMEP.png,Total,0.05714285714285715
