outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group
meat,vegetarian,Count,-0.01005033585350145,-0.020202707317519466,0.009950330853168092,0.9996225337913327,Restaurant,W8T41JZK0ZMEP,Animal
meat,vegetarian,Proportion,0.7793248768009977,0.23111172096338664,1.3056264580524357,1.000289940738101,Restaurant,SRQS8F7JWA9MZ,Animal
meat,vegetarian,Proportion,-1.2378743560016174,-3.912023005428146,1.128171090909654,0.9999607514167118,Restaurant,2HRX9P6HKXA8V,Animal
meat,vegetarian,Proportion,0.5364933705145685,-0.3011050927839216,1.430311246536665,1.0006858342833038,Restaurant,JHDN7CF1C03X5,Animal
meat,vegetarian,Proportion,-0.01005033585350145,-2.3025850929940455,2.3683728335320486,1.0002057625583194,Restaurant,L69HYJ4Y3TR91,Animal
meat,vegetarian,Proportion,-3.506557897319982,-Inf,-1.6094379124341003,1.0006215108852978,Restaurant,ED5J990H5VAZT,Animal
meat,vegetarian,Proportion,-2.5257286443082556,-4.605170185988091,-0.9942522733438669,1.0009605393204635,Restaurant,W8T41JZK0ZMEP,Animal
chicken_fish,mpbamod,Count,0,-0.16251892949777494,0.1570037488096647,1.0003941065806794,Restaurant,2HRX9P6HKXA8V,Animal
chicken_fish,mpbamod,Count,0.01980262729617973,-0.01005033585350145,0.058268908123975824,1.00043543573037,Restaurant,JHDN7CF1C03X5,Animal
chicken_fish,mpbamod,Count,0.01980262729617973,-0.12783337150988489,0.23111172096338664,1.000418454770266,Restaurant,L69HYJ4Y3TR91,Animal
chicken_fish,mpbamod,Count,-0.020202707317519466,-0.07257069283483537,0.02955880224154443,1.0005598597037841,Restaurant,ED5J990H5VAZT,Animal
chicken_fish,mpbamod,Count,0.009950330853168092,-0.020202707317519466,0.04879016416943205,1.0003212189185562,Restaurant,W8T41JZK0ZMEP,Animal
chicken_fish,mpbamod,Proportion,-1.3093333199837622,-3.912023005428146,1.4973884086254774,1.0004542165228272,Restaurant,2HRX9P6HKXA8V,Animal
chicken_fish,mpbamod,Proportion,-2.5257286443082556,-3.506557897319982,-1.4271163556401458,1.0009908491261936,Restaurant,JHDN7CF1C03X5,Animal
chicken_fish,mpbamod,Proportion,-0.8915981192837836,-3.506557897319982,2.474856313934499,1.0010348050440956,Restaurant,L69HYJ4Y3TR91,Animal
chicken_fish,mpbamod,Proportion,-1.5606477482646683,-2.8134107167600364,-0.4155154439616658,1.0009571374886064,Restaurant,ED5J990H5VAZT,Animal
chicken_fish,mpbamod,Proportion,-0.05129329438755058,-1.7719568419318752,1.7509374747078,1.0018310831242891,Restaurant,W8T41JZK0ZMEP,Animal
chicken_fish,vegan,Count,-0.01005033585350145,-0.35667494393873245,0.30010459245033816,1.000593576124522,Restaurant,2HRX9P6HKXA8V,Animal
chicken_fish,vegan,Count,0.009950330853168092,-0.01005033585350145,0.02955880224154443,1.000636430895935,Restaurant,JHDN7CF1C03X5,Animal
chicken_fish,vegan,Count,0.3293037471426003,0.11332868530700327,0.5538851132264376,1.0005990595321457,Restaurant,L69HYJ4Y3TR91,Animal
chicken_fish,vegan,Count,0.5709795465857378,0.29266961396282004,0.8458682675776092,0.9999390667275283,Restaurant,ED5J990H5VAZT,Animal
chicken_fish,vegan,Count,0.009950330853168092,-0.020202707317519466,0.02955880224154443,1.0003424003315518,Restaurant,W8T41JZK0ZMEP,Animal
chicken_fish,vegan,Proportion,0.4382549309311553,-2.120263536200091,2.038619547159581,1.0029216231837388,Restaurant,2HRX9P6HKXA8V,Animal
chicken_fish,vegan,Proportion,0.8878912573524571,-0.06187540371808753,1.8976198599275322,1.0005528607596925,Restaurant,JHDN7CF1C03X5,Animal
chicken_fish,vegan,Proportion,0.9707789171582248,-0.8209805520698302,3.3235961356386037,1.001288644377638,Restaurant,L69HYJ4Y3TR91,Animal
chicken_fish,vegan,Proportion,0.5364933705145685,-1.5606477482646683,2.1713368063840917,1.0007074770708233,Restaurant,ED5J990H5VAZT,Animal
chicken_fish,vegan,Proportion,0.7654678421395714,-0.4307829160924542,1.969905654611529,1.0020521712183463,Restaurant,W8T41JZK0ZMEP,Animal
chicken_fish,vegetarian,Count,0.12221763272424911,-0.05129329438755058,0.3148107398400336,1.0044996842337415,Restaurant,2HRX9P6HKXA8V,Animal
chicken_fish,vegetarian,Count,0.01980262729617973,0,0.03922071315328133,1.004781016803812,Restaurant,JHDN7CF1C03X5,Animal
chicken_fish,vegetarian,Count,0.2151113796169455,0.04879016416943205,0.412109650826833,1.0038202696474052,Restaurant,L69HYJ4Y3TR91,Animal
chicken_fish,vegetarian,Count,0.16551443847757333,0.0769610411361284,0.25464221837358075,1.0043420811474026,Restaurant,ED5J990H5VAZT,Animal
chicken_fish,vegetarian,Count,0,-0.01005033585350145,0.01980262729617973,1.0006428607740931,Restaurant,W8T41JZK0ZMEP,Animal
chicken_fish,vegetarian,Proportion,0.03922071315328133,-2.995732273553991,3.044998514856909,1.0023065996955665,Restaurant,2HRX9P6HKXA8V,Animal
chicken_fish,vegetarian,Proportion,1.6505798557652755,0.6259384308664954,2.6354795082673745,1.0008398299804202,Restaurant,JHDN7CF1C03X5,Animal
chicken_fish,vegetarian,Proportion,-0.5621189181535413,-3.912023005428146,3.028683373693677,1.001917348538704,Restaurant,L69HYJ4Y3TR91,Animal
chicken_fish,vegetarian,Proportion,-4.605170185988091,-Inf,-1.171182981502945,1.005087292642368,Restaurant,ED5J990H5VAZT,Animal
chicken_fish,vegetarian,Proportion,-0.09431067947124129,-2.120263536200091,1.6639260977181702,1.0020950584997244,Restaurant,W8T41JZK0ZMEP,Animal
vegetarian,mpbamod,Count,0.2151113796169455,0.131028262406404,0.30010459245033816,1.0001595754428925,Restaurant,SRQS8F7JWA9MZ,Plant-based
vegetarian,mpbamod,Count,-0.5108256237659907,-0.8209805520698302,-0.16251892949777494,1.0045283368207933,Restaurant,2HRX9P6HKXA8V,Plant-based
vegetarian,mpbamod,Count,0,-0.030459207484708574,0.02955880224154443,1.0005211452014413,Restaurant,JHDN7CF1C03X5,Plant-based
vegetarian,mpbamod,Count,0.12221763272424911,-0.040821994520255166,0.28517894223366247,1.0005954343568932,Restaurant,L69HYJ4Y3TR91,Plant-based
vegetarian,mpbamod,Count,0.01980262729617973,0,0.03922071315328133,1.0014922947498441,Restaurant,ED5J990H5VAZT,Plant-based
vegetarian,mpbamod,Count,0.009950330853168092,-0.020202707317519466,0.04879016416943205,1.003520423922023,Restaurant,W8T41JZK0ZMEP,Plant-based
vegetarian,mpbamod,Proportion,2.25758772706331,1.4182774069729414,3.1419947805322432,0.9998621303402511,Restaurant,SRQS8F7JWA9MZ,Plant-based
vegetarian,mpbamod,Proportion,-4.605170185988091,-Inf,-1.0216512475319814,1.0006586843965597,Restaurant,2HRX9P6HKXA8V,Plant-based
vegetarian,mpbamod,Proportion,-2.995732273553991,-3.912023005428146,-1.8325814637483102,1.000196221644588,Restaurant,JHDN7CF1C03X5,Plant-based
vegetarian,mpbamod,Proportion,1.000631880307906,-2.5257286443082556,4.7141142729772705,1.0006716968700915,Restaurant,L69HYJ4Y3TR91,Plant-based
vegetarian,mpbamod,Proportion,0.3364722366212129,-0.13926206733350766,0.7975071958841882,1.000505860766269,Restaurant,ED5J990H5VAZT,Plant-based
vegetarian,mpbamod,Proportion,-0.5108256237659907,-2.2072749131897207,1.2029723039923526,1.0004932460031968,Restaurant,W8T41JZK0ZMEP,Plant-based
